SeniorCitizen,has_security_service,has_streaming_service,is_month_to_month,is_long_term_customer,tenure,MonthlyCharges,TotalCharges,total_services,average_monthly_revenue,gender,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,tenure_group
1,1,1,1,1,69,89.95,6143.15,4,89.03115942028985,Male,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,49-72
0,1,0,0,1,68,55.9,3848.8,3,56.6,Female,Yes,No,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),49-72
1,1,1,0,1,56,94.8,5264.3,4,94.00535714285715,Male,No,Yes,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Credit card (automatic),49-72
1,1,1,1,1,35,99.05,3395.8,5,97.02285714285715,Male,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,25-48
0,0,1,1,1,43,56.15,2499.3,2,58.12325581395349,Female,Yes,Yes,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,25-48
0,1,1,1,1,31,66.4,2019.8,4,65.15483870967742,Male,Yes,No,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),25-48
0,1,0,0,1,33,58.45,1955.4,4,59.25454545454546,Female,Yes,Yes,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check,25-48
0,0,0,1,0,1,69.35,69.35,1,69.35,Male,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0-12
0,1,1,0,1,44,100.1,4378.35,5,99.50795454545455,Male,No,No,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),25-48
0,1,0,0,1,57,53.45,3053.0,3,53.56140350877193,Female,Yes,Yes,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Electronic check,49-72
0,1,0,0,1,70,64.95,4551.5,5,65.02142857142857,Male,No,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),49-72
0,0,0,1,0,1,20.55,20.55,1,20.55,Male,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),0-12
0,1,0,0,1,55,55.25,3119.9,3,56.72545454545455,Male,Yes,Yes,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),49-72
1,0,1,1,1,29,94.45,2653.65,4,91.5051724137931,Male,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,25-48
0,1,0,1,1,33,60.9,2033.85,4,61.631818181818176,Female,No,No,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,25-48
1,0,0,1,0,4,74.95,308.7,2,77.175,Male,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,0-12
0,1,1,0,1,70,40.05,2799.75,2,39.996428571428574,Male,No,No,No,No phone service,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,49-72
0,0,0,1,1,35,25.6,901.25,2,25.75,Male,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25-48
0,0,0,1,0,2,45.85,105.6,1,52.8,Female,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,0-12
1,1,1,1,0,10,89.8,914.3,4,91.42999999999999,Male,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,0-12
0,1,0,1,0,1,74.6,74.6,2,74.6,Male,Yes,Yes,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),0-12
0,0,0,0,1,31,20.4,609.1,1,19.648387096774194,Male,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25-48
1,1,1,1,1,30,90.5,2595.85,4,86.52833333333334,Male,No,No,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),25-48
1,1,1,1,1,60,93.25,5774.55,5,96.2425,Male,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,49-72
0,1,0,0,1,72,66.85,4758.8,5,66.09444444444445,Female,Yes,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),49-72
0,0,0,1,0,4,20.7,83.75,1,20.9375,Male,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),0-12
0,0,0,1,0,4,69.55,284.9,1,71.225,Male,Yes,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,0-12
0,1,1,1,1,25,99.5,2369.05,5,94.762,Female,No,No,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,25-48
0,1,1,0,1,70,76.95,5289.8,6,75.56857142857143,Male,Yes,No,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),49-72
0,0,0,1,0,1,20.45,20.45,1,20.45,Male,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,0-12
0,0,0,1,0,19,19.9,367.55,1,19.344736842105263,Female,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,13-24
0,0,0,1,0,1,19.5,19.5,1,19.5,Female,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0-12
0,0,0,0,0,12,20.3,224.5,1,18.708333333333332,Female,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),0-12
0,0,0,0,1,72,19.3,1414.8,1,19.65,Male,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),49-72
0,0,0,1,0,2,20.3,41.2,1,20.6,Female,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0-12
0,1,1,1,1,34,89.85,3091.75,4,90.93382352941177,Male,Yes,Yes,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,25-48
0,1,0,0,1,37,40.55,1390.85,3,37.59054054054054,Male,No,No,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,25-48
1,1,0,0,1,58,89.85,5125.75,5,88.375,Male,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),49-72
0,0,0,1,0,1,45.55,45.55,1,45.55,Male,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,0-12
1,0,0,1,0,1,71.25,71.25,1,71.25,Female,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0-12
0,0,0,1,0,1,50.45,50.45,2,50.45,Male,No,No,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0-12
0,1,0,0,1,72,68.15,4808.7,6,66.7875,Male,Yes,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,49-72
1,1,0,1,0,12,29.3,355.9,1,29.65833333333333,Female,Yes,Yes,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,0-12
0,0,0,1,0,2,19.5,31.55,1,15.775,Female,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0-12
0,0,0,0,1,47,19.65,921.55,1,19.607446808510637,Female,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25-48
0,0,0,1,0,6,44.6,260.8,1,43.46666666666667,Male,Yes,Yes,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0-12
0,1,1,0,1,60,53.6,3237.05,4,53.950833333333335,Female,No,No,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,49-72
1,1,1,1,0,2,83.8,163.7,3,81.85,Female,No,No,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),0-12
0,1,1,0,1,51,83.85,4307.1,7,84.45294117647059,Male,Yes,No,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),49-72
0,1,1,0,1,72,109.55,7887.25,7,109.54513888888889,Female,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),49-72
0,1,1,0,1,72,85.25,6083.1,7,84.48750000000001,Male,Yes,No,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,49-72
0,0,0,0,1,52,23.05,1255.1,2,24.13653846153846,Female,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,49-72
0,1,1,0,1,71,93.2,6506.15,8,91.63591549295774,Female,Yes,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),49-72
0,0,0,0,1,28,25.55,672.2,2,24.00714285714286,Female,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,25-48
1,1,0,0,1,71,46.35,3353.4,4,47.23098591549296,Male,Yes,No,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),49-72
0,1,1,0,1,68,99.55,6668.0,5,98.05882352941177,Male,Yes,Yes,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,49-72
0,0,0,1,0,1,70.35,70.35,1,70.35,Male,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0-12
0,1,1,1,0,11,89.2,990.3,4,90.02727272727272,Female,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,0-12
0,1,0,1,0,3,56.15,168.15,3,56.050000000000004,Male,Yes,Yes,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,0-12
0,1,1,0,1,61,103.3,6518.35,6,106.85819672131149,Female,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),49-72
0,0,0,1,0,6,75.5,438.0,2,73.0,Male,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0-12
0,1,0,1,1,46,53.1,2459.8,3,53.47391304347826,Female,Yes,No,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,25-48
0,0,0,0,1,50,70.35,3533.6,1,70.672,Female,No,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Credit card (automatic),49-72
0,1,1,0,1,69,104.05,7262.0,6,105.2463768115942,Male,No,No,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),49-72
0,1,1,0,1,38,85.4,3297.0,7,86.76315789473684,Male,Yes,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),25-48
0,0,0,1,0,3,74.25,210.3,2,70.10000000000001,Female,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0-12
1,1,1,1,1,68,89.6,6127.6,4,90.11176470588236,Female,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),49-72
0,0,0,1,1,25,20.8,460.2,1,18.408,Male,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,25-48
1,1,1,1,0,18,99.75,1836.25,5,102.01388888888889,Female,Yes,No,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),13-24
0,0,1,1,0,7,85.2,602.55,3,86.07857142857142,Male,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,0-12
0,1,1,0,1,65,59.95,3921.1,5,60.324615384615385,Female,No,No,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),49-72
0,0,0,0,0,12,19.3,228.75,1,19.0625,Female,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0-12
0,0,0,1,0,1,24.8,24.8,0,24.8,Male,No,No,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),0-12
0,0,0,1,0,18,19.0,348.8,1,19.37777777777778,Male,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,13-24
0,1,1,0,1,64,85.0,5484.4,7,85.69375,Female,Yes,No,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),49-72
0,1,0,1,1,26,86.65,2208.75,4,84.95192307692308,Male,No,No,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),25-48
0,1,1,1,0,4,89.6,365.65,4,91.4125,Female,No,Yes,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,0-12
0,1,0,0,1,71,54.5,3778.2,3,53.21408450704225,Male,Yes,No,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),49-72
0,1,0,1,1,49,59.75,2934.3,4,59.88367346938776,Female,No,No,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),49-72
0,0,1,1,0,7,86.8,620.35,3,88.62142857142858,Male,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0-12
1,1,1,0,1,35,110.8,3836.3,8,109.60857142857144,Female,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),25-48
1,0,0,1,0,1,70.3,70.3,1,70.3,Male,Yes,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0-12
0,0,1,1,0,6,89.3,577.6,3,96.26666666666667,Female,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,0-12
0,0,1,0,1,25,90.4,2178.6,3,87.14399999999999,Male,Yes,Yes,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,25-48
0,1,0,1,0,13,53.45,718.1,3,55.23846153846154,Female,No,Yes,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,13-24
1,1,0,1,0,9,54.55,494.05,3,54.894444444444446,Male,No,No,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,0-12
0,1,1,0,1,72,84.9,6065.3,7,84.24027777777778,Female,Yes,No,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),49-72
0,1,1,0,0,22,78.65,1663.75,6,75.625,Male,Yes,Yes,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,13-24
0,1,0,0,1,33,80.6,2651.1,3,80.33636363636363,Male,No,No,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),25-48
1,1,0,1,0,18,58.4,964.9,4,53.605555555555554,Male,No,No,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),13-24
0,1,1,0,1,34,77.2,2753.8,5,80.99411764705883,Male,Yes,Yes,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),25-48
0,1,1,1,0,6,90.1,521.3,4,86.88333333333333,Female,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,0-12
0,0,0,0,1,24,21.05,531.55,1,22.147916666666664,Female,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),13-24
0,0,1,1,0,15,93.35,1444.65,4,96.31,Male,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,13-24
0,1,1,1,1,63,105.4,6713.2,6,106.55873015873016,Male,No,No,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,49-72
1,0,0,1,0,4,69.35,261.65,1,65.4125,Male,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,0-12
1,1,1,0,1,66,70.85,4738.85,5,71.80075757575759,Female,Yes,No,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),49-72
0,0,0,1,1,42,20.35,869.9,1,20.711904761904762,Female,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),25-48
1,1,0,1,0,4,80.25,303.7,3,75.925,Female,No,No,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,0-12
0,1,1,1,1,26,100.5,2599.95,5,99.99807692307692,Female,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),25-48
0,1,0,0,1,39,81.9,3219.75,3,82.5576923076923,Male,No,No,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Electronic check,25-48
0,0,0,0,1,70,19.85,1328.35,1,18.97642857142857,Female,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),49-72
0,0,1,1,0,3,55.15,159.15,2,53.050000000000004,Male,No,No,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,0-12
0,0,1,1,1,53,85.45,4517.25,3,85.23113207547169,Male,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),49-72
0,0,0,1,0,2,45.0,89.75,1,44.875,Female,Yes,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0-12
0,1,1,0,1,72,74.35,5237.4,6,72.74166666666666,Female,Yes,Yes,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Electronic check,49-72
0,1,1,0,1,72,64.8,4719.75,6,65.55208333333333,Male,Yes,Yes,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),49-72
0,0,1,1,0,1,55.45,55.45,2,55.45,Female,No,No,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0-12
0,1,1,0,1,48,78.9,3771.5,6,78.57291666666667,Male,No,No,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),25-48
0,1,1,0,1,63,74.5,4674.55,6,74.19920634920635,Male,Yes,Yes,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),49-72
0,0,0,0,1,72,24.1,1734.65,2,24.092361111111114,Male,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),49-72
0,1,0,0,1,59,54.15,3116.15,3,52.816101694915254,Male,No,No,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,No,Credit card (automatic),49-72
0,1,0,0,1,29,35.6,1072.6,2,36.98620689655172,Male,No,No,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,25-48
0,1,0,0,1,57,59.3,3274.35,4,57.444736842105264,Female,Yes,Yes,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Mailed check,49-72
0,1,1,0,1,30,110.45,3327.05,7,110.90166666666667,Female,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),25-48
0,1,0,1,1,38,69.95,2657.55,6,69.93552631578947,Male,No,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,25-48
0,0,0,1,0,15,20.45,330.8,1,22.053333333333335,Female,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),13-24
1,1,1,1,1,71,99.65,6951.15,5,97.90352112676055,Female,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),49-72
0,1,1,1,0,7,94.25,669.0,4,95.57142857142857,Male,No,No,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0-12
0,0,0,0,1,27,19.6,561.15,1,20.78333333333333,Female,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,25-48
0,0,0,0,1,40,19.1,780.1,1,19.5025,Female,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25-48
1,1,1,1,0,1,86.0,86.0,3,86.0,Female,No,No,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,0-12
0,1,1,1,1,65,91.85,5940.85,4,91.39769230769231,Male,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),49-72
0,0,1,1,0,1,81.1,81.1,2,81.1,Female,No,No,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0-12
0,0,0,1,0,1,44.1,44.1,1,44.1,Female,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0-12
0,0,0,1,0,3,19.9,45.75,1,15.25,Female,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,0-12
1,1,1,1,1,29,99.05,2952.85,5,101.82241379310345,Female,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),25-48
0,0,0,0,0,15,19.8,304.6,1,20.30666666666667,Male,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,13-24
0,1,1,0,1,70,79.7,5743.3,7,82.04714285714286,Female,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),49-72
1,1,1,1,1,26,93.85,2381.55,5,91.59807692307693,Female,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,25-48
0,1,0,1,1,35,96.75,3403.4,6,97.24000000000001,Male,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,25-48
0,1,1,0,1,68,72.95,4953.25,5,72.84191176470588,Male,Yes,Yes,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),49-72
0,0,0,1,0,1,74.9,74.9,2,74.9,Male,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0-12
0,0,0,1,0,1,20.25,20.25,1,20.25,Male,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0-12
0,1,0,0,1,69,79.2,5420.65,3,78.56014492753623,Male,Yes,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),49-72
0,0,0,1,0,4,20.05,83.3,1,20.825,Female,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0-12
0,1,1,1,1,31,72.45,2156.25,6,69.55645161290323,Male,No,No,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),25-48
1,1,1,0,1,58,108.85,6287.25,7,108.40086206896552,Male,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,49-72
0,1,1,0,1,65,91.55,5963.95,8,91.75307692307692,Female,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),49-72
0,1,1,0,1,51,69.75,3562.5,5,69.8529411764706,Female,Yes,Yes,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),49-72
0,0,0,1,0,1,19.1,19.1,1,19.1,Female,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0-12
0,1,1,1,0,15,101.1,1504.05,5,100.27,Male,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,13-24
0,1,0,0,1,52,50.95,2610.65,2,50.204807692307696,Female,Yes,Yes,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),49-72
